0.48,0.14,0.07,0.12,0,0,0,0.19
0.39,0,0.56,0.05,0,0,0,0
0.33,0,0,0.67,0,0,0,0
0.44,0.22,0,0.12,0.16,0,0,0.06
0.4,0,0,0,0,0.57,0,0.03
0.35,0.01,0,0,0.02,0,0.62,0
0.25,0,0,0,0.05,0.57,0.04,0.09
