0.57,0.01,0.02,0.37,0.02,0,0,0.01
0.51,0.05,0,0.35,0.03,0.01,0.01,0.04
0.43,0.03,0.02,0.47,0.01,0,0,0.04
0.46,0.01,0.03,0.41,0,0.03,0.02,0.04
0.49,0.01,0,0.42,0.02,0,0.03,0.03
0.38,0.03,0.04,0.47,0.03,0,0,0.05
0.36,0.04,0.02,0.48,0.02,0.01,0.07,0
